state_name,city,"ROUND(AVG(Mean),1)"
Texas,Pecos,41379.2
Illinois,Galena,41378
Alabama,Montgmomery,41365
"North Carolina",Yadkinville,41362.5
Florida,Wildwood,41352
Wisconsin,Stanley,41351
Alabama,Fyffe,41338
Kentucky,Viper,41337
Montana,Harrison,41334
Mississippi,Kilmichael,41328
Missouri,Centerville,41313
Indiana,Charlestown,41306
"New Mexico",Clayton,41295
Pennsylvania,"New Kensington",41293
Idaho,Kellogg,41268
Maine,Skowhegan,41241
Illinois,"Mount Sterling",41238
"New Mexico",Lordsburg,41236
Maine,"Livermore Falls",41220
Tennessee,Rutledge,41215
Arkansas,Jonesboro,41214.5
Maryland,Charlestown,41206
Iowa,Osceola,41203
Kansas,Winfield,41202
Washington,"Royal City",41194
Arkansas,Stuttgart,41185.3
Missouri,Aurora,41173
"North Carolina",Aurora,41171
Tennessee,"Lake City",41162
California,Lynwood,41161.4
Maine,Wilton,41150
Nebraska,Fairmont,41150
Florida,"Lauderdale Lakes",41149
"North Carolina","Old Fort",41146
"North Dakota","Minot Afb",41145
Illinois,Fairfield,41137.5
Texas,Omaha,41137.5
"New Mexico",Isleta,41120
Wisconsin,"Two Rivers",41109
Georgia,Eastman,41101.5
Kentucky,Adairville,41098
Texas,"Mt Enterprise",41090.5
Florida,Doral,41084.7
Arkansas,"Heber Springs",41075
Missouri,Alma,41073
Missouri,"Grant City",41072
"South Carolina",Chesterfield,41062
Oklahoma,Sallisaw,41056
Illinois,Metropolis,41045
Texas,Cotulla,41040
Kentucky,Perryville,41039
"South Carolina",Estill,41035
Texas,Pharr,41031
Kansas,Chase,41026
"North Carolina",Lilesville,41026
Missouri,Rueter,41019
Vermont,Johnson,41003
Pennsylvania,"Homer City",41001
Texas,Athens,40995
Michigan,Bath,40993
Iowa,Dallas,40988
Illinois,Pana,40987.7
Texas,Rockport,40974
Florida,Jennings,40970.5
Mississippi,Robinsonville,40968
Tennessee,Linden,40967
Mississippi,Waveland,40955.5
Alaska,Huslia,40950
"North Carolina","La Grange",40949
Michigan,Grayling,40939
Tennessee,Michie,40935
Missouri,Princeton,40928
"South Carolina",Mayesville,40909
"North Carolina",Peachland,40904
Arizona,Kayenta,40895
Texas,"Ft Hood",40894
Arkansas,Augusta,40892
Florida,"Holly Hill",40889
"North Carolina","Connelly Springs",40881
"South Carolina",Orangeburg,40879.5
Louisiana,Avondale,40873
Arizona,"Bullhead City",40866.6
Ohio,Whitehall,40859.5
Kansas,Greeley,40857
Illinois,Danville,40855.3
Texas,"Colorado City",40835
Pennsylvania,Reynoldsville,40831
Pennsylvania,Darby,40831
Tennessee,Gleason,40819
"West Virginia",Richwood,40801
Georgia,Americus,40788.4
Indiana,Gary,40771
"North Carolina",Columbia,40750
Kentucky,"South Shore",40742
"New Hampshire",Plymouth,40741
"South Carolina",Elloree,40717
Texas,Canutillo,40704
"North Carolina",Clarkton,40700.5
Iowa,Fremont,40687
Alabama,Luverne,40683
"South Carolina",Latta,40683
Virginia,Buckingham,40681
"North Carolina",Shelby,40679.3
Missouri,"Pleasant Hope",40679
"New York",Auburn,40677
"South Dakota",Marion,40660
Alabama,Jemison,40648
Colorado,Ovid,40647
Kansas,Pittsburg,40639
Mississippi,Glen,40630
Arkansas,Sparkman,40619
"West Virginia",Ripley,40617
California,Canby,40613
Florida,Thonotosassa,40613
Mississippi,"Bay Springs",40609
Arkansas,Russellville,40605.7
"North Carolina","Pilot Mountain",40605
"North Carolina",Polkton,40595
"South Carolina",Newberry,40593
Ohio,Galion,40589.5
Florida,"Defuniak Springs",40575.7
Pennsylvania,Mifflinburg,40569
Oregon,Drain,40567
Oregon,Ontario,40546.2
California,Yettem,40535
Tennessee,Lafayette,40533
Virginia,Hague,40529
"South Carolina",Walterboro,40527
Iowa,Keokuk,40523
"South Dakota","Belle Fourche",40522
Louisiana,Monroe,40518.4
Alabama,Abbeville,40518
Georgia,Cornelia,40499
Michigan,Dearborn,40497.4
Wisconsin,Friendship,40480
Georgia,"Twin City",40479
Ohio,Heath,40477
Missouri,"Mt Vernon",40476
Alabama,Jackson,40472
Indiana,Warren,40463
Florida,Baldwin,40461
Alabama,Thomasville,40451
"South Carolina",Pendleton,40424.7
Illinois,Cahokia,40420
Oklahoma,Marlow,40406
California,Mendota,40404
Pennsylvania,Arnold,40393
"North Carolina",Salemburg,40373.5
Missouri,Lewistown,40358
Oklahoma,"Locust Grove",40349
Arizona,Shonto,40332
Michigan,Gladwin,40324
Michigan,Otsego,40323
Missouri,Sikeston,40315.6
Louisiana,Marksville,40309
California,Seeley,40304
Florida,Holiday,40303.8
"South Carolina",Gresham,40302
Oklahoma,Keota,40296
Mississippi,Corinth,40293.5
California,Arcata,40289
Alabama,"Alexander City",40286
Louisiana,"Oak Grove",40276
Wisconsin,Marion,40275.7
Georgia,Hartwell,40275.5
Louisiana,Mansfield,40267
Mississippi,Greenville,40261.7
California,"Lucerne Valley",40260
Florida,Homosassa,40259
Florida,Graceville,40247.5
Washington,"South Bend",40243
Kentucky,Prestonsburg,40228
"South Carolina",Hartsville,40219.7
California,Challenge,40214
Washington,Westport,40202.5
Indiana,"East Chicago",40198
Arkansas,Warren,40194
Texas,Brownsville,40185
Ohio,Bucyrus,40181
Georgia,Sylvester,40177
Georgia,"East Point",40160.6
Tennessee,Shelbyville,40155.5
Louisiana,"Church Point",40132
"North Carolina",Star,40130.5
Washington,Burlington,40127
Arkansas,Marmaduke,40121
Missouri,Eldon,40113.5
Ohio,Montpelier,40104
Alabama,Georgiana,40100.5
"North Carolina",Hallsboro,40084
Virginia,Independence,40080
Mississippi,Mantachie,40080
Kentucky,"New Haven",40069.5
Texas,Etoile,40069
Texas,"Eagle Pass",40067.6
Alabama,Greensboro,40062.5
"West Virginia",Spencer,40062.5
Montana,Browning,40058
Pennsylvania,Baden,40041
Virginia,Nathalie,40034
Maine,Houlton,40031.5
"New Jersey",Newark,40027.9
Ohio,Seaman,40015
Texas,Cushing,40012
Mississippi,Meridian,40008.6
Alaska,Alakanuk,40008
"West Virginia","Crab Orchard",39971
"South Carolina",Barnwell,39970.5
"South Carolina",Batesburg-leesville,39967
Ohio,Lewistown,39966.5
Maine,Brunswick,39922
Texas,Memphis,39906
Texas,Teague,39902
Alabama,Linden,39897.5
"West Virginia",Genoa,39886
"New York",Palmyra,39871.5
Nebraska,Onawa,39867
"South Dakota",Oglala,39867
"North Carolina",Burlington,39861.5
Indiana,"Union City",39858
Michigan,Ishpeming,39832
Texas,Leakey,39830
California,Bridgeville,39819.7
Arizona,Bowie,39817.5
Texas,Beaumont,39811.2
Minnesota,"Saint Joseph",39808
Alaska,"Port Protection",39794
Oklahoma,Coweta,39778
"West Virginia",Charmco,39777
Tennessee,Clarkrange,39775
Virginia,Dryden,39766
Alabama,"Double Springs",39763
Texas,Quanah,39745
Texas,Kerens,39737
"North Carolina",Rockingham,39729.5
Ohio,"Mc Connelsville",39725
Arizona,"Tonto Basin",39704
Tennessee,Savannah,39699
Indiana,Medora,39698
Illinois,Morrisonville,39675
"South Carolina",Westminster,39674
Oklahoma,Healdton,39668
Mississippi,Winona,39665.5
Texas,Edcouch,39665
Indiana,Muncie,39664.6
Wisconsin,"West Milwaukee",39662
California,Lamont,39654
Indiana,Vincennes,39636
"North Carolina",Hamilton,39634.5
Arizona,Winkelman,39634
Vermont,Chester,39629.5
California,Tipton,39623
Iowa,"Gilmore City",39614.5
Kentucky,Jamestown,39609
Ohio,Minford,39605
Oklahoma,Frederick,39600.5
Arkansas,Hartford,39598
Kansas,"Great Bend",39584.7
"New Mexico","Arroyo Hondo",39577
Texas,Waelder,39574
Oklahoma,Madill,39560.5
Oklahoma,Pocola,39554
Arkansas,"Pine Bluff",39549.4
Oklahoma,Beggs,39544
Ohio,Sebring,39532
Texas,Groveton,39519
Florida,"Live Oak",39518.3
Oklahoma,Mcalester,39517.3
Illinois,Ottawa,39508
Florida,"Riviera Beach",39508
Texas,Hermleigh,39493
Florida,Interlachen,39480
Iowa,Pella,39467
Kentucky,Evarts,39460.5
Oklahoma,Spavinaw,39458
Pennsylvania,Sugarloaf,39458
Missouri,Cabool,39448
Arizona,Polacca,39442
California,"New Pine Creek",39439
Georgia,Flintstone,39423
Illinois,Thompsonville,39404
Iowa,"West Bend",39399
Tennessee,Centerville,39399
Oklahoma,Bokoshe,39388
Georgia,Portal,39385.5
Kentucky,Waynesburg,39382
Louisiana,Grambling,39374
Kentucky,Tollesboro,39372
Ohio,Madison,39358.3
Arkansas,Norman,39351.5
"New York",Salamanca,39349
"North Carolina","Stony Point",39345
"North Carolina",Stanley,39329.5
Kentucky,Jackson,39303.5
Ohio,Windham,39302
"South Carolina",Pageland,39297
"South Carolina",Denmark,39282
Louisiana,Clinton,39263
Indiana,Sullivan,39261
Virginia,Danville,39255.8
Georgia,Homerville,39251
Louisiana,Rayne,39247
Virginia,Saltville,39226
"South Carolina",Salters,39222
Florida,Palatka,39220.5
"North Carolina","Hot Springs",39216
"North Carolina",Andrews,39213
Indiana,"Lake Station",39183.5
Virginia,Woolwine,39174
Georgia,Woodbine,39167
Michigan,Marquette,39145.5
Oklahoma,Maud,39141.5
Oklahoma,Kinta,39140.5
Arizona,Sells,39131.3
"North Carolina",Bennett,39131
Virginia,Vansant,39124
Utah,Tonalea,39106
Texas,Electra,39100
"New York",Margaretville,39097
Georgia,Waycross,39093.8
Kentucky,Morgantown,39093
Indiana,Pennville,39091
Indiana,Peru,39086.5
Washington,Mansfield,39072
"North Dakota",Gackle,39071
Florida,"Cross City",39070.7
Alabama,Gadsden,39036
Tennessee,"Gruetli- Laager",39017
"South Carolina",Gaffney,39010.1
Arizona,Kykotsmovi,38972
Tennessee,Springfield,38961
Michigan,"Hazel Park",38950
Pennsylvania,Carmichaels,38945
Arkansas,Mulberry,38940
Alabama,Uriah,38939.5
Florida,"Lake Placid",38937
Kentucky,Dorton,38913.5
Virginia,Castlewood,38913
Arkansas,Marianna,38906
Texas,Sherman,38905.3
Arkansas,Viola,38899
Kentucky,Cynthiana,38893.5
Iowa,Hampton,38893
Texas,Chilton,38890
Michigan,Standish,38884
"North Carolina",Warsaw,38881
Missouri,Louisiana,38880
Tennessee,Waynesboro,38870.5
Missouri,"Park Hills",38863.7
Virginia,"Madison Heights",38862
Louisiana,Dubberly,38850
Ohio,Peebles,38832
Kentucky,"Stoney Fork",38815
Kentucky,Williamstown,38806
"New Jersey",Camden,38783.1
Florida,Altoona,38781
Iowa,Creston,38778
Tennessee,Kingston,38770
Wisconsin,Wausaukee,38764
Mississippi,Aberdeen,38756
"New Mexico",Cubero,38751
Washington,Tumwater,38750
Georgia,"Mc Rae",38745
Missouri,Vandalia,38743.5
Maryland,Flintstone,38740
"West Virginia",Frametown,38738
Louisiana,"Port Sulphur",38721
Michigan,Brethren,38718
Kentucky,Topmost,38717
Tennessee,Englewood,38717
"North Carolina",Burnsville,38714
Georgia,Lincolnton,38705
Virginia,Galax,38687
Illinois,"Coal City",38682.5
Texas,"Aransas Pass",38667.7
"North Carolina","Red Springs",38651.7
Hawaii,Pahala,38646
Kentucky,Hodgenville,38633
Georgia,Elberton,38615.5
"West Virginia",Buffalo,38594
Mississippi,Tunica,38575
Kentucky,Salyersville,38568
Utah,"Monument Valley",38551
"West Virginia",Grantsville,38513
Texas,Simms,38501
Kentucky,Princeton,38499
Georgia,Screven,38495
Idaho,Salmon,38494
Montana,"Box Elder",38492
Indiana,Stinesville,38444
Washington,Oroville,38429
Louisiana,Crowley,38415
Tennessee,Dayton,38409.5
Iowa,Preston,38409
California,"Huntington Park",38400
Arkansas,Newport,38398.6
California,Olivehurst,38395.5
Virginia,Lawrenceville,38389
"New Mexico",Milan,38374
Massachusetts,"Indian Orchard",38367
Wisconsin,Glidden,38361
Florida,Paisley,38360.7
Pennsylvania,Morrisdale,38357
Mississippi,Myrtle,38347
Alabama,Talladega,38341
Kentucky,Hyden,38338
Kentucky,Campbellsvlle,38337
Florida,"Zolfo Springs",38331
Tennessee,Dover,38329
Mississippi,Natchez,38329
Tennessee,"Mountain City",38328
"North Carolina","Snow Hill",38325
Michigan,"Mount Pleasant",38320.3
Kansas,Effingham,38310
Florida,Crawfordville,38309
Arizona,"Fort Defiance",38304
Michigan,Manistee,38298.7
Pennsylvania,Rimersburg,38298
Arkansas,"Mountain View",38293
Arkansas,Eudora,38290.7
Louisiana,Winnfield,38288
Alabama,"East Brewton",38284
Arizona,"Second Mesa",38280
Utah,"Cedar City",38278.5
Illinois,"Crest Hill",38272
Louisiana,Farmerville,38268
Oklahoma,"Wright City",38250
Ohio,Wellsville,38248.5
Washington,Steilacoom,38233
"New Hampshire",Bristol,38231
Kentucky,Greensburg,38210.5
California,"Terra Bella",38206
Missouri,Laddonia,38194
Texas,Tornillo,38191
"West Virginia","Point Pleasant",38183
Texas,Weslaco,38176.9
Oklahoma,"Mill Creek",38168
Illinois,Golconda,38163
Ohio,Struthers,38160.5
Texas,Mission,38123.1
Kentucky,Owingsville,38123
Missouri,Macon,38117
Montana,Hays,38107
Virginia,"South Hill",38106
Tennessee,Copperhill,38100
Alabama,"Red Bay",38095
Minnesota,"Eden Valley",38057
Colorado,"Las Animas",38049
Iowa,Moulton,38044
Arizona,"Golden Valley",38024
Virginia,Ararat,38022
Texas,Donna,38021.2
Pennsylvania,Clairton,38009
Illinois,Pocahontas,38008
Missouri,Forsyth,37977
Missouri,Hermitage,37967
"South Carolina",Loris,37961
Louisiana,Jonesville,37960
"New Mexico",Deming,37956.3
Alabama,Selma,37951
Texas,Grapeland,37940
Indiana,Berne,37924
Missouri,Campbell,37892
Tennessee,Powell,37869
"New Mexico",Mescalero,37868
Florida,Tavares,37847
Illinois,Elizabethtown,37842.5
Oklahoma,Soper,37802
Washington,"Union Gap",37797
California,Weldon,37787.7
Ohio,"New Matamoras",37783
Illinois,Shelbyville,37780.5
Kentucky,Brooks,37774
Missouri,Rolla,37763
"South Carolina",Dorchester,37734
California,Maywood,37726.7
"South Carolina",Gadsden,37723
Missouri,Graham,37711
Kentucky,Fedscreek,37703
"West Virginia",Kenova,37685
Indiana,Richmond,37676.2
Maine,"South Paris",37673.5
Mississippi,Lexington,37660
Oklahoma,Purcell,37658
Oklahoma,Monroe,37658
Alabama,Samson,37651
Wisconsin,Rhinelander,37636
"North Carolina",Rowland,37606
Missouri,Wheatland,37601
Missouri,Hume,37597
"Puerto Rico","Trujillo Alto",37596
Idaho,Huntington,37594
Ohio,Cleveland,37589.3
Texas,Commerce,37583
Arkansas,Cotter,37578
Montana,Melstone,37578
Idaho,Moscow,37566.7
Virginia,Coeburn,37547
Louisiana,Delhi,37539
Kentucky,Barbourville,37535.3
Missouri,"Malta Bend",37533
Oklahoma,Tupelo,37518
Tennessee,Livingston,37508
Missouri,Purdin,37503
Colorado,Cotopaxi,37500
California,Earlimart,37464
Tennessee,Brownsville,37451
"North Carolina",Kelford,37437
Missouri,Ironton,37437
Missouri,"West Plains",37427
Kentucky,Hindman,37423
Arizona,"San Luis",37413
Maine,"Presque Isle",37396
Georgia,Rossville,37395
"South Carolina",Darlington,37392.3
Tennessee,Greeneville,37374
Georgia,Quitman,37361.3
Texas,"La Villa",37360
"North Carolina",Pinehurst,37342
Alabama,Louisville,37332
Georgia,Camilla,37319
Alabama,Vina,37300
Wisconsin,Endeavor,37293
California,Ivanhoe,37270
Pennsylvania,Greenville,37269.5
Mississippi,"Calhoun City",37261
"New York",Herkimer,37259
Pennsylvania,Frackville,37247
Minnesota,Belview,37221.5
"South Carolina",Walhalla,37177
Kentucky,Hartford,37168
Ohio,Conneaut,37160.7
Georgia,Thomasville,37158
"South Dakota",Selby,37152
Kentucky,Albany,37147
"South Dakota",Mission,37136
"North Carolina","Roanoke Rapids",37135.7
Illinois,"Pleasant Hill",37135.5
Missouri,Doniphan,37120
Ohio,Fremont,37112
Ohio,Reading,37107
Illinois,Bushnell,37097
Michigan,Alma,37066
Pennsylvania,"South Williamsport",37058
"North Carolina",Wilkesboro,37027
Indiana,"French Lick",37007
Georgia,Winterville,37006
Tennessee,"Union City",37005.5
"New Jersey",Orange,37003
"South Dakota",Wagner,36994
Arizona,Chinle,36983.5
Mississippi,"Itta Bena",36977.5
Alabama,Lanett,36975.5
Indiana,Campbellsburg,36973
Arkansas,"North Little Rock",36948.1
California,Adelanto,36944
"New Mexico",Tohatchi,36935
Tennessee,Lewisburg,36921
"North Carolina",Conway,36911
Illinois,Roodhouse,36903
Washington,Newport,36899
Florida,"Floral City",36894
Michigan,Mio,36893
Arkansas,Malvern,36891.5
Georgia,Baconton,36842
Florida,Anthony,36841.5
Florida,Youngstown,36839
Texas,Yoakum,36835
Montana,Harlem,36812
Iowa,Truro,36803
Louisiana,Glenmora,36799
Alabama,Haleyville,36736
Ohio,Beaver,36734
Florida,Bonifay,36730.7
Missouri,Marshfield,36723
Arkansas,"St Paul",36716
Indiana,Mitchell,36716
Tennessee,"Ten Mile",36701
Texas,Roma,36697.5
Louisiana,Jefferson,36667.3
"North Carolina",Ellenboro,36660
"North Carolina",Norlina,36644
"New Mexico","T Or C",36637.5
Missouri,Bismarck,36624.5
Washington,Prosser,36621
Florida,"Daytona Beach",36619.5
"South Carolina",Lockhart,36608
Kansas,Hume,36597.5
Texas,Matador,36579
Pennsylvania,Honesdale,36576.5
"North Carolina","Mountain City",36566
"South Carolina",Union,36560.2
Indiana,Attica,36560
Idaho,"Glenns Ferry",36529
Arkansas,Wynne,36521
Texas,"Fort Hancock",36517
"South Carolina",Kingstree,36508
Kentucky,Booneville,36503
Louisiana,Mamou,36502.5
Minnesota,"St. Paul",36494
California,"San Joaquin",36488
California,Shoshone,36485
California,"Orange Cove",36480
Alabama,"Bay Minette",36474
Florida,Lecanto,36473.5
Idaho,Pine,36454
Ohio,Johnstown,36447
"New Hampshire",Berlin,36446
Mississippi,Kiln,36430
Alabama,Tuskegee,36412
"North Carolina",Lenoir,36395
Missouri,Cadet,36371
Louisiana,Dubach,36368
Kentucky,Irvine,36361.5
Kentucky,Stanton,36339
Alabama,Mckenzie,36333
Kentucky,"South Fulton",36317
Tennessee,Pulaski,36316
Pennsylvania,Duquesne,36312.5
Ohio,Racine,36291
Tennessee,Doyle,36275
Kansas,Chanute,36270.5
Colorado,Seibert,36255
Alabama,Alexandria,36243.5
Ohio,Waverly,36226
Michigan,Flint,36224
California,"Lost Hills",36199
Pennsylvania,Edinboro,36183
Minnesota,Remer,36168
Arkansas,Vandervoort,36148.5
Texas,Presidio,36145.5
Kentucky,Hagerhill,36135
Missouri,Seymour,36086
"New Jersey","Seaside Hts",36079
"North Carolina","Tabor City",36077
Alabama,Nauvoo,36043.5
Oklahoma,Bunch,36033
Oklahoma,Spencer,36014
Wisconsin,Tony,36013.5
Arizona,Yarnell,36012
California,Tulelake,35980
Mississippi,Brookhaven,35964.5
Idaho,Weiser,35964
Missouri,"St James",35922
Oklahoma,Ringling,35891
Texas,Hidalgo,35873
Virginia,"La Crosse",35873
Tennessee,"Oak Ridge",35847.2
Oklahoma,Spiro,35844
"North Carolina",Rosman,35834.5
Arkansas,Dequeen,35834
Michigan,Hillman,35817
Arkansas,Mccrory,35812
"Puerto Rico","San German",35797
Pennsylvania,Larksville,35795
Oklahoma,"Broken Bow",35780
Alabama,Sheffield,35778.5
Missouri,Fulton,35776
Michigan,Detroit,35734.9
"New York",Cuba,35710.3
Missouri,Exeter,35700
Oklahoma,Jay,35686.5
Oklahoma,Seneca,35668
Virginia,"Gate City",35660
"New Mexico",Laguna,35653
"North Carolina",Faison,35652
"New York",Utica,35645
"West Virginia",Levels,35644
California,"Willow Creek",35613
"North Carolina",Buxton,35595
Missouri,Licking,35559
Georgia,Rentz,35550
Washington,Omak,35542
Virginia,Ridgeway,35538
"West Virginia","Charleston Wv",35507
Oklahoma,Mannford,35459
Alabama,"Phenix City",35457
Kentucky,"Hazel Green",35425
Missouri,Breckenridge,35414
Georgia,Cochran,35413
Oklahoma,Tuskahoma,35402
Texas,Sweetwater,35390
Minnesota,Floodwood,35372
"Puerto Rico","Cabo Rojo",35351.3
Kentucky,Brooksville,35336
Mississippi,"Cedar Bluff",35333
"Puerto Rico","San Juan",35322.9
Pennsylvania,Ambridge,35321
Alabama,"Grand Bay",35313
California,Porterville,35312.7
"North Dakota",Newburg,35307
Tennessee,Paris,35306
Virginia,Bassett,35291
Florida,"Temple Terrace",35284.2
Alabama,Piedmont,35282
Georgia,Douglas,35267.5
Missouri,"Bonne Terre",35264
"North Carolina","Forest City",35250.7
Missouri,Palmyra,35248
Virginia,"Rose Hill",35219
Ohio,Oxford,35182.3
Texas,Avery,35173
"West Virginia",War,35172
Illinois,"East Saint Louis",35168
"South Carolina","Ware Shoals",35164.5
"West Virginia",Augusta,35163
"South Carolina",Mccoll,35158.5
Mississippi,Belzoni,35156
"Puerto Rico",Manati,35143
Mississippi,Liberty,35137
Virginia,Exmore,35121.5
Ohio,Piketon,35119.5
Indiana,Austin,35116
Mississippi,Grenada,35092
Virginia,Jonesville,35090
Georgia,Blakely,35042
Kentucky,Brodhead,35035.5
Missouri,Calhoun,35033
"North Dakota",Marmarth,34980
Louisiana,Springhill,34978
"West Virginia",Grafton,34963
Texas,"New Waverly",34945
Tennessee,Bristol,34941
Arkansas,Concord,34936
Indiana,Marion,34931.7
Texas,"Mineral Wells",34923.5
Arizona,Holbrook,34891.7
Kentucky,Bledsoe,34891
Washington,Nespelem,34876
"South Carolina",Rowesville,34868
California,Willits,34865
Texas,"Los Fresnos",34860.2
Missouri,Monett,34859
Oregon,Paisley,34859
Kansas,Moran,34857
Alabama,Oneonta,34855
Louisiana,Donaldsonville,34825
Mississippi,Hazlehurst,34822
Arkansas,Hoxie,34812
Virginia,Amelia,34802
Michigan,Hillsdale,34800
Washington,Kelso,34759.5
Arkansas,Cove,34755
Maine,Norway,34728
Arkansas,Altheimer,34661
Louisiana,Zwolle,34639
"Puerto Rico",Carolina,34619.9
Missouri,"Fair Play",34599
Kentucky,Burnside,34585
Washington,Keller,34573
Georgia,Dawson,34549.7
Kentucky,Beattyville,34528
"West Virginia",Bradshaw,34513.5
"West Virginia",Gilbert,34498
Idaho,Rexburg,34494.5
Texas,Gregory,34491
"New Mexico",Raton,34486
Mississippi,Okolona,34420
Michigan,"Saint Louis",34408
Georgia,Darien,34399.5
Missouri,Ullin,34363
Tennessee,Sneedville,34362
Texas,Kountze,34353
Missouri,Malden,34321.5
Texas,Huntsville,34286
Missouri,Lockwood,34272
California,"San Ysidro",34270
Alabama,Carrollton,34264.5
Alabama,Evergreen,34206
Georgia,Nicholson,34184
Utah,Kanab,34155
"North Carolina",Mayodan,34153
Missouri,Cardwell,34105
Kentucky,Girdler,34035
"West Virginia",Ronceverte,34033
Tennessee,"Roan Mountain",34006
"North Carolina",Candler,34003
"North Carolina",Spencer,34002
"South Dakota","St Francis",33990
Alabama,Hartford,33989.5
"South Carolina",Bamberg,33983
"New Mexico","Anton Chico",33976
"New York",Newark,33952
Kentucky,Newburgh,33933
Virginia,Austinville,33930.5
Tennessee,Harriman,33921
